0,0,0,0,471,27
0,0,0,471,471,27
0,0,471,471,471,27
0,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,470,27
471,471,471,470,470,27
471,471,470,470,469,27
471,470,470,469,469,27
470,470,469,469,471,27
470,469,469,471,473,27
469,469,471,473,472,27
469,471,473,472,472,27
471,473,472,472,469,27
473,472,472,469,468,27
472,472,469,468,468,27
472,469,468,468,469,27
469,468,468,469,471,27
468,468,469,471,470,27
468,469,471,470,468,27
469,471,470,468,467,27
471,470,468,467,468,27
470,468,467,468,471,27
468,467,468,471,471,27
467,468,471,471,468,27
468,471,471,468,467,27
471,471,468,467,467,27
471,468,467,467,471,27
468,467,467,471,471,27
467,467,471,471,469,27
467,471,471,469,468,27
471,471,469,468,469,27
471,469,468,469,472,27
469,468,469,472,472,27
468,469,472,472,469,27
469,472,472,469,468,27
472,472,469,468,468,27
472,469,468,468,471,27
469,468,468,471,472,27
468,468,471,472,470,27
468,471,472,470,468,27
471,472,470,468,469,27
472,470,468,469,473,27
470,468,469,473,472,27
468,469,473,472,469,27
469,473,472,469,468,27
473,472,469,468,472,27
472,469,468,472,0,27
0,0,0,0,473,27
0,0,0,473,471,27
0,0,473,471,470,27
0,473,471,470,470,27
473,471,470,470,471,27
471,470,470,471,472,27
470,470,471,472,472,27
470,471,472,472,472,27
471,472,472,472,471,27
472,472,472,471,471,27
472,472,471,471,0,27
472,471,471,0,944,27
471,471,0,944,0,27
471,0,944,0,472,27
0,944,0,472,472,27
944,0,472,472,472,27
0,472,472,472,472,27
472,472,472,472,472,27
472,472,472,472,473,27
472,472,472,473,473,27
472,472,473,473,473,27
472,473,473,473,473,27
473,473,473,473,473,27
473,473,473,473,472,27
473,473,473,472,472,27
473,473,472,472,471,27
473,472,472,471,471,27
472,472,471,471,472,27
472,471,471,472,474,27
471,471,472,474,474,27
471,472,474,474,473,27
472,474,474,473,473,27
474,474,473,473,471,27
474,473,473,471,471,27
473,473,471,471,472,27
473,471,471,472,474,27
471,471,472,474,473,27
471,472,474,473,470,27
472,474,473,470,469,27
474,473,470,469,471,27
473,470,469,471,472,27
470,469,471,472,474,27
469,471,472,474,472,27
471,472,474,472,470,27
472,474,472,470,470,27
474,472,470,470,471,27
472,470,470,471,474,27
470,470,471,474,473,27
470,471,474,473,471,27
471,474,473,471,470,27
474,473,471,470,470,27
473,471,470,470,474,27
471,470,470,474,474,27
470,470,474,474,471,27
470,474,474,471,471,27
474,474,471,471,471,27
474,471,471,471,474,27
471,471,471,474,475,27
471,471,474,475,472,27
471,474,475,472,471,27
474,475,472,471,470,27
475,472,471,470,473,27
472,471,470,473,474,27
471,470,473,474,472,27
470,473,474,472,471,27
473,474,472,471,471,27
474,472,471,471,471,27
472,471,471,471,475,27
471,471,471,475,474,27
471,471,475,474,470,27
471,475,474,470,474,27
475,474,470,474,0,27
0,0,0,0,473,27
0,0,0,473,475,27
0,0,473,475,473,27
0,473,475,473,473,27
473,475,473,473,472,27
475,473,473,472,470,27
473,473,472,470,470,27
473,472,470,470,0,27
0,0,0,0,473,27
0,0,0,473,473,27
0,0,473,473,473,27
0,473,473,473,472,27
473,473,473,472,472,27
473,473,472,472,471,27
473,472,472,471,470,27
472,472,471,470,469,27
472,471,470,469,470,27
471,470,469,470,471,27
470,469,470,471,474,27
469,470,471,474,473,27
470,471,474,473,470,27
471,474,473,470,469,27
474,473,470,469,469,27
473,470,469,469,474,27
470,469,469,474,473,27
469,469,474,473,468,27
469,474,473,468,472,27
474,473,468,472,473,27
473,468,472,473,0,27
0,0,0,0,471,27
0,0,0,471,473,27
0,0,471,473,472,27
0,471,473,472,472,27
471,473,472,472,0,27
0,0,0,0,473,27
0,0,0,473,473,27
0,0,473,473,471,27
0,473,473,471,470,27
473,473,471,470,469,27
473,471,470,469,469,27
471,470,469,469,471,27
470,469,469,471,473,27
469,469,471,473,473,27
469,471,473,473,469,27
471,473,473,469,470,27
473,473,469,470,0,27
0,0,0,0,473,27
0,0,0,473,474,27
0,0,473,474,474,27
0,473,474,474,0,27
0,0,0,0,474,27
0,0,0,474,474,27
0,0,474,474,474,27
0,474,474,474,473,27
474,474,474,473,473,27
474,474,473,473,473,27
474,473,473,473,472,27
473,473,473,472,472,27
473,473,472,472,473,27
473,472,472,473,472,27
472,472,473,472,471,27
472,473,472,471,472,27
473,472,471,472,471,27
472,471,472,471,471,27
471,472,471,471,471,27
472,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,472,27
471,471,471,472,472,27
471,471,472,472,471,27
471,472,472,471,470,27
472,472,471,470,469,27
472,471,470,469,470,27
471,470,469,470,471,27
470,469,470,471,471,27
469,470,471,471,472,27
470,471,471,472,471,27
471,471,472,471,470,27
471,472,471,470,470,27
472,471,470,470,470,27
471,470,470,470,471,27
470,470,470,471,471,27
470,470,471,471,471,27
470,471,471,471,471,27
471,471,471,471,470,27
471,471,471,470,470,27
471,471,470,470,470,27
471,470,470,470,471,27
470,470,470,471,471,27
470,470,471,471,471,27
470,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,471,27
471,471,471,471,470,27
471,471,471,470,469,27
471,471,470,469,467,27
471,470,469,467,467,27
470,469,467,467,469,27
469,467,467,469,470,27
467,467,469,470,472,27
467,469,470,472,472,27
469,470,472,472,471,27
470,472,472,471,468,27
472,472,471,468,468,27
472,471,468,468,469,27
471,468,468,469,472,27
468,468,469,472,473,27
468,469,472,473,471,27
469,472,473,471,468,27
472,473,471,468,468,27
473,471,468,468,469,27
471,468,468,469,472,27
468,468,469,472,472,27
468,469,472,472,469,27
469,472,472,469,465,27
472,472,469,465,466,27
472,469,465,466,471,27
469,465,466,471,472,27
465,466,471,472,471,27
466,471,472,471,468,27
471,472,471,468,468,27
472,471,468,468,469,27
471,468,468,469,473,27
468,468,469,473,473,27
468,469,473,473,470,27
469,473,473,470,469,27
473,473,470,469,470,27
473,470,469,470,472,27
470,469,470,472,474,27
469,470,472,474,472,27
470,472,474,472,469,27
472,474,472,469,469,27
474,472,469,469,472,27
472,469,469,472,474,27
469,469,472,474,472,27
469,472,474,472,470,27
472,474,472,470,472,27
474,472,470,472,474,27
472,470,472,474,476,27
470,472,474,476,473,27
472,474,476,473,473,27
474,476,473,473,475,27
476,473,473,475,0,27
0,0,0,0,473,27
0,0,0,473,474,27
0,0,473,474,473,27
0,473,474,473,472,27
473,474,473,472,471,27
474,473,472,471,472,27
473,472,471,472,470,27
472,471,472,470,470,27
471,472,470,470,0,27
0,0,0,0,475,27
0,0,0,475,473,27
0,0,475,473,473,27
0,475,473,473,472,27
475,473,473,472,472,27
473,473,472,472,471,27
473,472,472,471,470,27
472,472,471,470,469,27
472,471,470,469,472,27
471,470,469,472,0,27
0,0,0,0,477,27
0,0,0,477,475,27
0,0,477,475,474,27
0,477,475,474,0,27
0,0,0,0,473,27
0,0,0,473,472,27
0,0,473,472,471,27
0,473,472,471,473,27
473,472,471,473,472,27
472,471,473,472,471,27
471,473,472,471,472,27
473,472,471,472,472,27
472,471,472,472,471,27
471,472,472,471,472,27
472,472,471,472,471,27
472,471,472,471,472,27
471,472,471,472,472,27
472,471,472,472,472,27
471,472,472,472,471,27
472,472,472,471,472,27
472,472,471,472,471,27
472,471,472,471,472,27
471,472,471,472,472,27
472,471,472,472,472,27
471,472,472,472,472,27
472,472,472,472,471,27
472,472,472,471,472,27
472,472,471,472,472,27
472,471,472,472,472,27
471,472,472,472,472,27
472,472,472,472,472,27
472,472,472,472,472,27
472,472,472,472,473,27
472,472,472,473,472,27
472,472,473,472,471,27
472,473,472,471,471,27
473,472,471,471,470,27
472,471,471,470,471,27
471,471,470,471,473,27
471,470,471,473,474,27
470,471,473,474,473,27
471,473,474,473,471,27
473,474,473,471,471,27
474,473,471,471,470,27
473,471,471,470,473,27
471,471,470,473,475,27
471,470,473,475,473,27
470,473,475,473,471,27
473,475,473,471,471,27
475,473,471,471,471,27
473,471,471,471,474,27
471,471,471,474,474,27
471,471,474,474,473,27
471,474,474,473,472,27
474,474,473,472,472,27
474,473,472,472,473,27
473,472,472,473,475,27
472,472,473,475,475,27
472,473,475,475,472,27
473,475,475,472,471,27
475,475,472,471,472,27
475,472,471,472,475,27
472,471,472,475,474,27
471,472,475,474,472,27
472,475,474,472,471,27
475,474,472,471,472,27
474,472,471,472,475,27
472,471,472,475,476,27
471,472,475,476,473,27
472,475,476,473,472,27
475,476,473,472,472,27
476,473,472,472,475,27
473,472,472,475,476,27
472,472,475,476,474,27
472,475,476,474,472,27
475,476,474,472,473,27
476,474,472,473,476,27
474,472,473,476,477,27
472,473,476,477,475,27
473,476,477,475,474,27
476,477,475,474,472,27
477,475,474,472,474,27
475,474,472,474,475,27
474,472,474,475,476,27
472,474,475,476,474,27
474,475,476,474,473,27
475,476,474,473,474,27
476,474,473,474,475,27
474,473,474,475,477,27
473,474,475,477,476,27
474,475,477,476,474,27
475,477,476,474,474,27
477,476,474,474,474,27
476,474,474,474,476,27
474,474,474,476,477,27
474,474,476,477,475,27
474,476,477,475,474,27
476,477,475,474,474,27
477,475,474,474,474,27
475,474,474,474,476,27
474,474,474,476,476,27
474,474,476,476,475,27
474,476,476,475,473,27
476,476,475,473,474,27
476,475,473,474,475,27
475,473,474,475,476,27
473,474,475,476,477,27
474,475,476,477,475,27
475,476,477,475,473,27
476,477,475,473,474,27
477,475,473,474,475,27
475,473,474,475,477,27
473,474,475,477,476,27
474,475,477,476,474,27
475,477,476,474,473,27
477,476,474,473,475,27
476,474,473,475,476,27
474,473,475,476,477,27
473,475,476,477,476,27
475,476,477,476,474,27
476,477,476,474,473,27
477,476,474,473,475,27
476,474,473,475,476,27
474,473,475,476,477,27
473,475,476,477,475,27
475,476,477,475,473,27
476,477,475,473,473,27
477,475,473,473,475,27
475,473,473,475,477,27
473,473,475,477,476,27
473,475,477,476,474,27
475,477,476,474,473,27
477,476,474,473,474,27
476,474,473,474,476,27
474,473,474,476,476,27
473,474,476,476,475,27
474,476,476,475,474,27
476,476,475,474,474,27
476,475,474,474,477,27
475,474,474,477,477,27
474,474,477,477,475,27
474,477,477,475,475,27
477,477,475,475,477,27
477,475,475,477,0,27
