0,0,1740
1,65,5347
2,0,1432
3,63,16783
4,0,1389
5,66,18367
6,65,15540
7,0,1347
8,0,1360
9,68,12048
10,0,42871
11,68,16546
12,0,1327
13,65,17971
14,66,13513
15,0,1207
16,63,11021
17,0,1207
18,65,14766
19,0,1596
20,60,35137
21,61,13712
22,0,45898
23,60,10653
24,61,12631
25,0,1330
26,65,13767
27,63,12157
28,0,1420
29,66,13780
30,65,14983
31,0,1408
32,68,8982
33,0,12242
34,68,19810
35,0,32037
36,68,10738
37,0,1473
38,65,13836
39,66,12147
40,0,1355
41,63,13658
42,0,1344
43,60,14914
44,0,1417
45,63,22802
46,61,18489
47,0,69122
48,57,21119
49,0,1662
50,65,7317
51,0,1140
52,63,9070
53,62,44857
54,64,7062
55,0,1309
56,66,8996
57,0,1386
58,68,27218
59,0,15847
60,61,31595
61,0,37846
62,71,9077
63,69,4712
64,68,5925
65,66,7658
66,65,7433
67,0,1354
68,62,6998
69,61,8138
70,0,1359
71,59,10538
72,57,24638
73,60,22929
74,0,1429
75,65,32980
76,0,1347
77,63,13973
78,61,14239
79,0,84759
80,65,16864
81,0,1371
82,68,21530
83,0,22799
84,62,23500
85,0,8744
86,70,28996
87,0,7060
88,63,13393
89,66,11355
90,70,19817
91,0,26493
92,64,10792
93,68,8900
94,72,30083
95,0,9830
96,61,20096
97,0,10518
98,72,21062
99,0,27417
100,66,24013
101,0,4654
102,58,14175
103,65,21265
104,66,17682
105,0,1424
106,63,19789
107,0,1362
108,65,15034
109,0,1399
110,60,19917
111,0,1437
112,63,10732
113,0,1378
114,61,13668
115,0,69093
116,61,6048
117,63,8930
118,0,1366
119,65,26192
120,0,1296
121,61,18217
122,0,1478
123,63,7319
124,65,10117
125,66,30924
126,0,5078
127,60,16683
128,0,2647
129,0,23177
130,68,11876
131,69,17672
132,0,1481
133,0,1303
134,62,16347
135,63,13970
136,0,1460
137,65,9255
138,66,12419
139,67,24373
140,68,38599
141,0,1699
142,0,2996
143,0,54481
144,65,7372
145,66,7326
146,68,6552
147,70,6780
148,0,1306
149,72,6894
150,70,10674
151,68,9170
152,0,1473
153,66,18166
154,0,1418
155,63,7092
156,0,1372
157,65,5606
158,66,7228
159,0,1329
160,68,5976
161,70,10113
162,68,6462
163,66,8209
164,65,19803
165,0,19181
166,61,7442
167,63,7498
168,0,1422
169,65,5963
170,66,7583
171,0,1426
172,68,6046
173,0,1424
174,66,9106
175,65,5922
176,0,1093
177,63,8984
178,60,4371
179,61,7581
180,63,6029
181,65,7244
182,66,12065
183,65,7194
184,0,1469
185,63,7612
186,61,10052
187,60,28872
188,0,1354
189,0,85420
190,53,11704
191,0,1570
192,0,1144
193,61,8574
194,0,1306
195,65,8669
196,63,8869
197,0,1367
198,66,9011
199,0,1362
200,60,9092
201,0,1370
202,0,10227
203,53,16688
204,0,31679
205,54,12127
206,0,1388
207,61,6258
208,0,1309
209,65,8480
210,63,7912
211,66,6287
212,0,2937
213,60,7220
214,0,1485
215,0,1444
216,0,6926
217,53,11646
218,0,38195
219,54,10711
220,0,1333
221,61,9091
222,65,8854
223,63,6952
224,0,1270
225,66,9956
226,60,8324
227,0,1264
228,0,10348
229,53,14797
230,0,29580
231,56,10451
232,61,8930
233,0,1382
234,65,7601
235,0,1183
236,63,7589
237,0,1405
238,66,7613
239,0,1452
240,68,10479
241,0,1307
242,70,18757
243,0,7093
244,0,1375
245,60,18259
246,0,74641
247,72,15196
248,70,3997
249,0,1375
250,72,9265
251,0,1528
252,63,21388
253,0,1345
254,65,7320
255,0,1443
256,63,5878
257,0,1424
258,70,11634
259,68,5866
260,0,1412
261,70,6006
262,0,1642
263,61,11626
264,63,9208
265,61,4473
266,0,1500
267,68,9003
268,66,4511
269,0,1413
270,68,6062
271,0,4927
272,60,7502
273,61,7568
274,60,5902
275,0,621
276,65,8685
277,66,21391
278,0,31325
279,58,7382
280,60,7554
281,0,1405
282,63,21362
283,0,2967
284,63,9980
285,0,1450
286,63,8880
287,0,2911
288,63,7393
289,0,1423
290,63,6009
291,0,2837
292,63,5896
293,0,1297
294,63,4105
295,0,2956
296,63,4349
297,0,2939
298,63,4434
299,0,2790
300,63,4450
301,0,2830
302,63,4391
303,0,2832
304,63,5852
305,0,1442
306,63,6076
307,0,1365
308,63,5780
309,62,3022
310,63,7425
311,0,2965
312,63,12283
313,0,1293
314,61,4306
315,0,1398
316,0,1350
317,0,1346
318,0,2923
319,56,15024
320,0,35614
321,65,20834
322,0,4985
323,63,7092
324,65,25386
325,0,1448
326,63,7566
327,65,8944
328,66,8999
329,65,8582
330,0,1467
331,63,9402
332,0,1466
333,61,7655
334,60,9255
335,58,9175
336,0,1379
337,56,7366
338,0,1543
339,0,1415
340,63,16234
341,0,19646
342,61,9212
343,63,17565
344,0,17552
345,61,7482
346,63,8997
347,0,1423
348,65,7407
349,0,1350
350,63,8997
351,61,9218
352,60,7316
353,0,1417
354,58,9109
355,0,1431
356,56,7527
357,0,1722
358,54,11504
359,55,8555
360,0,1563
361,63,10656
362,0,1435
363,66,18872
364,0,5012
365,53,5595
366,54,10628
367,0,1558
368,60,6005
369,0,1397
370,64,18302
371,0,30563
372,65,18105
373,0,1611
374,57,6005
375,58,4404
376,61,5863
377,64,7224
378,0,1351
379,66,5938
380,69,6824
381,70,24002
382,0,1641
383,63,13280
384,68,9825
385,67,13783
386,0,33884
387,66,7575
388,68,4526
389,66,5610
390,65,7473
391,66,9131
392,0,1459
393,62,7499
394,65,10722
395,0,1433
396,63,8275
397,0,2944
398,56,9552
399,0,1415
400,61,7190
401,0,1323
402,63,12137
403,65,10169
404,0,19431
405,61,10584
406,0,1350
407,61,5738
408,0,75811
409,58,10670
410,61,10485
411,0,1600
412,53,9189
413,0,1396
414,58,5945
415,0,1566
416,61,7581
417,65,10631
418,61,8919
419,60,4556
420,61,7584
421,0,1394
422,65,7593
423,69,8972
424,0,1416
425,72,6123
426,73,10627
427,0,3366
428,65,19818
429,0,29415
430,0,1372
431,70,9021
432,72,6648
433,73,5960
434,72,6763
435,70,3911
436,69,7446
437,70,6952
438,66,4453
439,0,1427
440,63,7447
441,58,5370
442,59,7609
443,0,1480
444,62,5949
445,0,1322
446,0,1335
447,67,8801
448,66,7585
449,0,1428
450,70,9001
451,68,12236
452,0,1527
453,0,1430
